"project","organization","location","recording_date","recording_time","status","latitude","longitude","buffer_radius_m","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min0_freq_range","min0_tag_duration","min1_voc","min1_start","min1_freq_range","min1_tag_duration","min2_voc","min2_start","min2_freq_range","min2_tag_duration","min3_voc","min3_start","min3_freq_range","min3_tag_duration","min4_voc","min4_start","min4_freq_range","min4_tag_duration","min5_voc","min5_start","min5_freq_range","min5_tag_duration","min6_voc","min6_start","min6_freq_range","min6_tag_duration","min7_voc","min7_start","min7_freq_range","min7_tag_duration","min8_voc","min8_start","min8_freq_range","min8_tag_duration","min9_voc","min9_start","min9_freq_range","min9_tag_duration","comment","species_comment","source_file_name"
"ABMI Ecosystem Health 2016","ABMI","958-NE","2016-06-04","7:09:00","Transcribed",53.975181,-111.10926,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,2,"No audio quality issues",2,"Kiirsti Owen","ONE","Confident","Song","15.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0958-NE_20160604_070900.wav"
"ABMI Ecosystem Health 2016","ABMI","584-SE","2016-06-05","0:00:00","Transcribed",56.645885,-117.63176,NA,"OVEN","Seiurus aurocapilla","Ovenbird","1m 1SPM",0,0,0,0,"No audio quality issues",1,"Alex MacPhail","ONE","Confident","Song","39.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0584-SE_0+1_20160605_000000.wac"
"ABMI Ecosystem Health 2016","ABMI","63-NE","2016-06-05","5:38:00","Transcribed",59.416378,-111.659508,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",1,0,0,0,"No audio quality issues",1,"Renee Roy","ONE","Confident","Song","11.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0063-NE_20160605_053800.wav"
"ABMI Ecosystem Health 2016","ABMI","730-NW","2016-06-05","5:38:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Alex MacPhail","ONE","Confident","","","","","","","","","Song","48.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0730-NW_20160605_053800.wav"
"ABMI Ecosystem Health 2016","ABMI","482-SE","2016-06-05","7:08:00","Transcribed",56.64862,-110.33329,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Erik Hedlin","ONE","Confident","Song","10.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0482-SE_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","528-NW","2016-06-05","7:08:00","Transcribed",56.86496,-115.657036,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Colin Macfarlane","ONE","Confident","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","528-NW","2016-06-05","7:08:00","Transcribed",56.86496,-115.657036,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",2,"Colin Macfarlane","ONE","Confident","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","12.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","528-SW","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",1,"Alex MacPhail","ONE","Confident","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-SW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","528-SW","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",2,"Alex MacPhail","ONE","Confident","Song","12.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-SW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","528-SW","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",3,"Alex MacPhail","ONE","Confident","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","41.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-SW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","559-SW","2016-06-05","7:08:00","Transcribed",56.670578,-115.698334,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Erik Hedlin","ONE","Confident","Song","55.5","2.24kHz to 7.84kHz","2.56","Song","15.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0559-SW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","560-NW","2016-06-05","7:08:00","Transcribed",56.651145,-115.323715,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Natasha Annich","ONE","Confident","Song","13.5","2.24kHz to 7.84kHz","2.56","Song","44.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0560-NW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","560-NW","2016-06-05","7:08:00","Transcribed",56.651145,-115.323715,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Natasha Annich","ONE","Confident","Song","16.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0560-NW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","584-SE","2016-06-05","7:08:00","Transcribed",56.645885,-117.63176,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Colin Macfarlane","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0584-SE_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","584-SE","2016-06-05","7:08:00","Transcribed",56.645885,-117.63176,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Colin Macfarlane","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","15.5","2.24kHz to 7.84kHz","2.56","Song","8.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0584-SE_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","586-NW","2016-06-05","7:08:00","Transcribed",56.55817,-117.017921,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Cory Olson","ONE","Confident","Song","3.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0586-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","586-NW","2016-06-05","7:08:00","Transcribed",56.55817,-117.017921,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Cory Olson","ONE","Confident","Song","18.5","2.24kHz to 7.84kHz","2.56","Song","22.5","2.24kHz to 7.84kHz","2.56","Song","30.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0586-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","593-NE","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Colin Macfarlane","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0593-NE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","595-NE","2016-06-05","7:08:00","Transcribed",56.336475,-114.09919,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,2,0,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","13.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0595-NE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","595-SW","2016-06-05","7:08:00","Transcribed",56.336475,-114.09919,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","43.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0595-SW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","616-NW","2016-06-05","7:08:00","Transcribed",56.436817,-117.657349,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","10.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0616-NW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","616-SE","2016-06-05","7:08:00","Transcribed",56.436817,-117.657349,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","2.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0616-SE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","616-SE","2016-06-05","7:08:00","Transcribed",56.436817,-117.657349,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",2,"Nicole Boucher","ONE","Confident","Song","13.5","2.24kHz to 7.84kHz","2.56","Song","36.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0616-SE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","616-SE","2016-06-05","7:08:00","Transcribed",56.436817,-117.657349,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",3,"Nicole Boucher","ONE","Confident","Song","15.5","2.24kHz to 7.84kHz","2.56","Song","32.5","2.24kHz to 7.84kHz","2.56","Song","16.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0616-SE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","618-SW","2016-06-05","7:08:00","Transcribed",56.385921,-117.012878,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,1,1,"No audio quality issues",1,"Kiirsti Owen","ONE","Confident","","","","","Song","9.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0618-SW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","626-NW","2016-06-05","7:08:00","Transcribed",56.22192,-114.478264,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,1,"No audio quality issues",1,"Kiirsti Owen","ONE","Confident","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","8.5","2.24kHz to 7.84kHz","2.56","Song","32.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0626-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","657-SW","2016-06-05","7:08:00","Transcribed",56.028575,-114.892906,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"Both Sides Extra Static",1,"Colin Macfarlane","ONE","Confident","Song","23.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","46.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0657-SW_0+1_20160605_070800.wac"
"ABMI Ecosystem Health 2016","ABMI","760-NW","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",1,0,0,0,"No audio quality issues",1,"Renee Roy","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0760-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","760-NW","2016-06-05","7:08:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",1,0,0,0,"No audio quality issues",2,"Renee Roy","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","12.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0760-NW_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","92-SE","2016-06-05","7:08:00","Transcribed",59.18782,-111.372108,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",1,"Alex MacPhail","ONE","Confident","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","34.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0092-SE_20160605_070800.wav"
"ABMI Ecosystem Health 2016","ABMI","236-NE","2016-06-05","7:18:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Tyne Baker","ONE","Confident","Song","1.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0236-NE_0+1_20160605_071800.wac"
"ABMI Ecosystem Health 2016","ABMI","236-NW","2016-06-05","7:18:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Erik Hedlin","ONE","Confident","","","","","Song","29.5","2.24kHz to 7.84kHz","2.56","Song","34.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0236-NW_0+1_20160605_071800.wac"
"ABMI Ecosystem Health 2016","ABMI","264-SW","2016-06-05","7:18:00","Transcribed",58.253811,-113.129601,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Colin Macfarlane","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0264-SW_0+1_20160605_071800.wac"
"ABMI Ecosystem Health 2016","ABMI","264-SW","2016-06-05","7:18:00","Transcribed",58.253811,-113.129601,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Colin Macfarlane","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","6.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0264-SW_0+1_20160605_071800.wac"
"ABMI Ecosystem Health 2016","ABMI","264-SW","2016-06-05","7:18:00","Transcribed",58.253811,-113.129601,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",3,"Colin Macfarlane","ONE","Confident","Song","12.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0264-SW_0+1_20160605_071800.wac"
"ABMI Ecosystem Health 2016","ABMI","595-NW","2016-06-06","5:37:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Colin Macfarlane","ONE","Confident","","","","","","","","","Song","23.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0595-NW_20160606_053700.wav"
"ABMI Ecosystem Health 2016","ABMI","528-SE","2016-06-06","7:07:00","Transcribed",56.864959,-115.657036,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues",1,"Kiirsti Owen","ONE","Confident","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0528-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","539-SE","2016-06-06","7:07:00","Transcribed",56.50687,-112.16037,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"Both Sides Extra Static",1,"Colin Macfarlane","ONE","Confident","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","8.5","2.24kHz to 7.84kHz","2.56","Song","27.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0539-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","539-SE","2016-06-06","7:07:00","Transcribed",56.50687,-112.16037,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"Both Sides Extra Static",2,"Colin Macfarlane","ONE","Confident","Song","12.5","2.24kHz to 7.84kHz","2.56","Song","15.5","2.24kHz to 7.84kHz","2.56","Song","16.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0539-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","539-SE","2016-06-06","7:07:00","Transcribed",56.50687,-112.16037,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"Both Sides Extra Static",3,"Colin Macfarlane","ONE","Confident","Song","16.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0539-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","539-SE","2016-06-06","7:07:00","Transcribed",56.50687,-112.16037,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"Both Sides Extra Static",4,"Colin Macfarlane","ONE","Confident","Song","33.5","2.24kHz to 7.84kHz","2.56","Song","21.5","2.24kHz to 7.84kHz","2.56","Song","36.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0539-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","560-SW","2016-06-06","7:07:00","Transcribed",56.651145,-115.323715,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Cory Olson","ONE","Confident","Song","8.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0560-SW_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","560-SW","2016-06-06","7:07:00","Transcribed",56.651145,-115.323715,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",2,"Cory Olson","ONE","Confident","Song","13.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0560-SW_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","561-SE","2016-06-06","7:07:00","Transcribed",56.634963,-115.017265,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","12.5","2.24kHz to 7.84kHz","2.56","Song","22.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0561-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","561-SE","2016-06-06","7:07:00","Transcribed",56.634963,-115.017265,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",2,"Nicole Boucher","ONE","Confident","Song","30.5","2.24kHz to 7.84kHz","2.56","Song","19.5","2.24kHz to 7.84kHz","2.56","Song","21.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0561-SE_0+1_20160606_070700.wac"
"ABMI Ecosystem Health 2016","ABMI","586-SE","2016-06-06","7:07:00","Transcribed",56.55817,-117.017921,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",1,"Natasha Annich","ONE","Confident","Song","19.5","2.24kHz to 7.84kHz","2.56","Song","47.5","2.24kHz to 7.84kHz","2.56","Song","16.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0586-SE_0+1_20160606_070700.wac"
